StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Example_1,Example_2,Example_3,Example_4,Example_5,Example_6,Example_7,Example_8,Example_9,areyousure_1,areyousure_2,areyousure_3,areyousure_4,areyousure_5,areyousure_6,areyousure_7,areyousure_8,areyousure_9,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7simple_1,Q7simple_2,Q7simple_3,Q7simple_4,Q7simple_5,Q7simple_6,Q7simple_7,Q7simple_8,Q7simple_9,Q7simple_10,Q7simple_11,Q7simple_12,Q7simple_13,Q7simple_14,Q7simple_15,Q7simple_16,Q7simple_17,Q7complex_1,Q7complex_2,Q7complex_3,Q7complex_4,Q7complex_5,Q7complex_6,Q7complex_7,Q7complex_8,Q7complex_9,Q7complex_10,Q7complex_11,Q7complex_12,Q7complex_13,Q7complex_14,Q7complex_15,Q7complex_16,Q7complex_17,Q1'_1,Q1'_2,Q1'_3,Q1'_4,Q1'_5,Q1'_6,Q1'_7,Q1'_8,Q1'_9,Q1'_10,Q1'_11,Q1'_12,Q1'_13,Q2'_1,Q2'_2,Q2'_3,Q2'_4,Q2'_5,Q2'_6,Q2'_7,Q2'_8,Q2'_9,Q3'_1,Q3'_2,Q3'_3,Q3'_4,Q3'_5,Q4'_1,Q4'_2,Q4'_3,Q4'_4,Q4'_5,Q4'_6,Q4'_7,Q4'_8,Q4'_9,Q4'_10,Q4'_11,Q4'_12,Q4'_13,Q4'_14,Q4'_15,Q4'_16,Q4'_17,Q5'_1,Q5'_2,Q5'_3,Q5'_4,Q5'_5,Q6'_1,Q6'_2,Q6'_3,Q6'_4,Q6'_5,Q6'_6,Q6'_7,Q6'_8,Q6'_9,Q7'simple_1,Q7'simple_2,Q7'simple_3,Q7'simple_4,Q7'simple_5,Q7'simple_6,Q7'simple_7,Q7'simple_8,Q7'simple_9,Q7'simple_10,Q7'simple_11,Q7'simple_12,Q7'simple_13,Q7'simple_14,Q7'simple_15,Q7'simple_16,Q7'simple_17,Q7'complex_1,Q7'complex_2,Q7'complex_3,Q7'complex_4,Q7'complex_5,Q7'complex_6,Q7'complex_7,Q7'complex_8,Q7'complex_9,Q7'complex_10,Q7'complex_11,Q7'complex_12,Q7'complex_13,Q7'complex_14,Q7'complex_15,Q7'complex_16,Q7'complex_17,Comments,Q48,Q_LastModified,version,FL_14_DO_MainQuestionsBlockLOW,FL_14_DO_MainQuestionsBlockHIGH,MainQuestionsBlockLOW_DO_Q7complex,MainQuestionsBlockLOW_DO_Q5,MainQuestionsBlockLOW_DO_Q6,MainQuestionsBlockLOW_DO_Q3,MainQuestionsBlockLOW_DO_Q33,MainQuestionsBlockLOW_DO_Q1,MainQuestionsBlockLOW_DO_Q2,MainQuestionsBlockLOW_DO_Q4,MainQuestionsBlockLOW_DO_Q7simple,MainQuestionsBlockHIGH_DO_Q6',MainQuestionsBlockHIGH_DO_Q5',MainQuestionsBlockHIGH_DO_Q7'complex,MainQuestionsBlockHIGH_DO_Q4',MainQuestionsBlockHIGH_DO_Q7'simple,MainQuestionsBlockHIGH_DO_Q3',MainQuestionsBlockHIGH_DO_Q34,MainQuestionsBlockHIGH_DO_Q2',MainQuestionsBlockHIGH_DO_Q1',participant
2022-04-04T18:55:58Z,2022-04-04T18:59:29Z,IP Address,*******,100,211,TRUE,2022-04-04T18:59:30Z,R_2w5q1UAfVqNGXmP,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649093844,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48ac58d308
2022-04-04T18:45:00Z,2022-04-04T19:00:03Z,IP Address,*******,100,903,TRUE,2022-04-04T19:00:04Z,R_2EbAK5VSky6GUCW,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,No,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,9ee26bf3f6
2022-04-04T18:56:55Z,2022-04-04T19:00:34Z,IP Address,*******,100,219,TRUE,2022-04-04T19:00:34Z,R_3siQyIfwjkdwtiB,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,1649098132,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,1f5c2b098c
2022-04-04T19:00:26Z,2022-04-04T19:02:28Z,IP Address,*******,100,121,TRUE,2022-04-04T19:02:28Z,R_1pKjgwRSxfuTejD,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649098132,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,e947ea8483
2022-04-04T18:58:08Z,2022-04-04T19:02:51Z,IP Address,*******,100,282,TRUE,2022-04-04T19:02:51Z,R_qJG50o5a3b8Jdbr,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,e75fae863a
2022-04-04T18:56:16Z,2022-04-04T19:03:31Z,IP Address,*******,100,434,TRUE,2022-04-04T19:03:31Z,R_2ElTs1npGgmw6Ye,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Took me longer to make my decision,1649098132,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d95f6b0251
2022-04-04T18:59:47Z,2022-04-04T19:04:10Z,IP Address,*******,100,262,TRUE,2022-04-04T19:04:10Z,R_3DcPCQCs7Y9c4VP,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,Simple enough to understand,NA,1649098132,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,26e224f74f
2022-04-04T19:01:13Z,2022-04-04T19:04:19Z,IP Address,*******,100,186,TRUE,2022-04-04T19:04:20Z,R_oXJfRatNdiQxOox,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649083613,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,846e49a7ee
2022-04-04T19:02:43Z,2022-04-04T19:04:38Z,IP Address,*******,100,115,TRUE,2022-04-04T19:04:39Z,R_9ErlewCqxbJuVwd,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,4a76662ebd
2022-04-04T19:00:51Z,2022-04-04T19:05:10Z,IP Address,*******,100,258,TRUE,2022-04-04T19:05:10Z,R_2pPtUpbbfxnae3m,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649098132,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,f6f116c524
2022-04-04T19:02:04Z,2022-04-04T19:05:59Z,IP Address,*******,100,235,TRUE,2022-04-04T19:06:00Z,R_1KcHlZRDPycsLJw,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649098132,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,102d188433
2022-04-04T19:00:17Z,2022-04-04T19:06:46Z,IP Address,*******,100,388,TRUE,2022-04-04T19:06:46Z,R_3PgyHYzqdL3s0So,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The last question was still a chance I thought that it was still fine up to a certain point then gambling for more would be greedy instead of fixed amount.,1649093844,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e70d51f0f7
2022-04-04T18:51:51Z,2022-04-04T19:06:58Z,IP Address,*******,100,907,TRUE,2022-04-04T19:06:59Z,R_1IXcAslf1ctg5Yb,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I felt that there was enough rewards to take a gamble and that the potential losses weren't too drastic,1649098132,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,255056937e
2022-04-04T18:57:20Z,2022-04-04T19:07:47Z,IP Address,*******,100,626,TRUE,2022-04-04T19:07:47Z,R_efCGNA5ihCNwef7,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,difficult to totally understand,very confusing,1649098132,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54318e39f7
2022-04-04T19:02:24Z,2022-04-04T19:10:15Z,IP Address,*******,100,471,TRUE,2022-04-04T19:10:16Z,R_2tDaNM8zhVmSE7p,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,Nope,NA,1649098132,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,03be7ae879
2022-04-04T19:02:27Z,2022-04-04T19:30:00Z,IP Address,*******,100,1653,TRUE,2022-04-04T19:30:01Z,R_yJuYUGZ0b2W0HaV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It makes a little more difficult to choose because you have two tries so the odds change,1649089863,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b59bbb728
